layer,head,n_pairs,mean_effect_wrong,mean_effect_correct,mean_interaction_logp,median_interaction_logp,negative_fraction,mean_abs_interaction
38,12,3,-0.041345576445261635,0.008978253385672945,-0.050323829830934586,-0.02705962955951684,0.6666666666666666,0.05032502580434082
38,13,3,-0.02315535147984823,0.008953861504172277,-0.03210921298402051,7.345597259700298e-05,0.3333333333333333,0.050504344282671775
38,14,3,-0.023301959037780765,0.008681629241133745,-0.03198358827891451,0.00016726949252186644,0.3333333333333333,0.05066753108985722
38,15,3,-0.04111127058664956,0.009019712839896471,-0.05013098342654603,-0.0266514867544174,0.6666666666666666,0.050171836512163254
38,16,3,-0.28965554634730023,0.017164216415646135,-0.3068197627629463,-0.37449227750767006,1.0,0.3068197627629463
38,17,3,-0.30973780155181885,0.017180115683004236,-0.32691791723482305,-0.37471506628207857,1.0,0.32691791723482305
38,18,3,-0.0405224363009135,0.008833229153727478,-0.04935566545464098,-0.0250412821769714,0.6666666666666666,0.04974864927741384
38,19,3,-0.08267889420191446,0.009052563613901502,-0.09173145781581597,-0.02701456844806666,1.0,0.09173145781581597
38,20,3,-0.023273249467213934,0.009127449011430066,-0.032400698478644,-0.00017662253230800624,0.6666666666666666,0.05053011677227908
38,21,3,-0.0411507288614909,0.008788225784276918,-0.049938954645767815,-0.0260934978723526,0.6666666666666666,0.050026569282636046
38,22,3,-0.023226638634999634,0.009049147445087617,-0.03227578608008725,9.491480886927125e-05,0.3333333333333333,0.05042050910803177
38,23,3,-0.12455491224924715,-2.9388349503278732e-05,-0.12452552389974388,-0.12493644957430655,1.0,0.12452552389974388
38,24,3,-0.04132592678070066,4.331270853678386e-06,-0.041330258051554346,-0.00013032555580129706,0.6666666666666666,0.041409411622832154
38,25,3,-0.041165252526601186,0.009021190305550873,-0.05018644283215206,-0.026910170912742556,0.6666666666666666,0.050316984610011134
38,26,3,0.00047063827514646123,2.3349498709042866e-05,0.0004472887764374184,0.0005424320697783768,0.3333333333333333,0.08305066653216875
38,27,3,-0.024455348650614397,-0.00010237089979151442,-0.024352977750822888,-0.00033923937007777655,0.6666666666666666,0.059025873818124276
38,28,3,-0.12394003073374431,0.00019077754889923576,-0.12413080828264354,-0.1246804425027221,0.6666666666666666,0.12450019813453155
38,29,3,-0.02402559916178386,0.01683340539845324,-0.0408590045602371,-0.00017579086124887812,0.6666666666666666,0.041987767520671036
38,30,3,-0.0836660464604695,0.008763303980231263,-0.09242935044070077,-0.12452433607541022,1.0,0.09242935044070076
38,31,3,-0.041382630666096994,0.008894109167158595,-0.05027673983325559,-0.026844173669815032,0.6666666666666666,0.05029597366228697
