alpha,feature,ridge_coef_standardized,abs_coef,scaler_mean,scaler_scale
0.0,geom_up_down_logratio,0.041067793682450254,0.041067793682450254,0.7816250345194553,4.440435566835954
0.0,baseline_top1_prob,0.03717074697817525,0.03717074697817525,0.905544053978212,0.14127926761491846
0.0,baseline_numprob_14,0.02870416367450051,0.02870416367450051,5.361677067666297e-07,5.580397329298716e-06
0.0,baseline_numprob_10,0.027421986925778685,0.027421986925778685,0.006142299644453246,0.0470889954046335
0.0,baseline_numprob_4,-0.025133956841959265,0.025133956841959265,0.1139122509696662,0.2994796511034993
0.0,baseline_vocab_numeral_mass,-0.021768764025490637,0.021768764025490637,0.984386313020344,0.0229913814593945
0.0,baseline_numprob_1,0.017760201402717675,0.017760201402717675,0.10178598403062854,0.3009663347630182
0.0,baseline_numprob_3,-0.016060740144476733,0.016060740144476733,0.10366602267515808,0.29355948343075805
0.0,baseline_numprob_8,0.015188748919546217,0.015188748919546217,0.11129707669575009,0.26888012058647554
0.0,baseline_numprob_6,0.011918094686658767,0.011918094686658767,0.16873449958181733,0.3424674661932947
0.0,baseline_numprob_9,-0.009475062176728409,0.009475062176728409,0.03173724984045591,0.12800425066828716
0.0,baseline_numprob_15,-0.007527690110482668,0.007527690110482668,5.092615811533367e-07,6.972043028902016e-07
0.0,baseline_numprob_2,0.007133997748921103,0.007133997748921103,0.1118264805340267,0.31168846703835984
0.0,baseline_expected_numeral,-0.0029318840242899755,0.0029318840242899755,4.904833860992918,2.3601459748913887
0.0,baseline_numprob_0,0.0027280026526084467,0.0027280026526084467,4.1636746722537664e-05,0.0004672236943500778
0.0,baseline_numprob_5,-0.002166843175164888,0.002166843175164888,0.10141540256904716,0.2740415051097269
0.0,geom_p_down2,0.002058144528093314,0.002058144528093314,0.000131970537109326,0.0010022088966305186
0.0,baseline_numprob_7,-0.0016676550921227652,0.0016676550921227652,0.14709084852242094,0.3126855141585288
1.5,geom_up_distance_mass,4.7499894809138254,4.7499894809138254,0.057874787567668846,0.12006049598759855
1.5,geom_p_up1,-3.240971661868426,3.240971661868426,0.055403704178660945,0.11240925085721881
1.5,geom_down_distance_mass,2.291110064057895,2.291110064057895,0.04104092657475086,0.09632090971138188
1.5,geom_signed_distance_mass,2.193046689366054,2.193046689366054,0.016833860992917976,0.159414885732714
1.5,geom_expected_minus_pred,2.1930466892626277,2.1930466892626277,0.016833860992917882,0.15941488573271406
1.5,geom_p_down1,-2.1563277615479204,2.1563277615479204,0.03701497031451224,0.09318666597285259
1.5,geom_signed_tail_mass,-1.7566725019971612,1.7566725019971612,0.01876356953326998,0.15624521333330574
1.5,geom_down_mass,1.737314123317001,1.737314123317001,0.03784618824425898,0.09386526146666196
1.5,geom_p_up2,-1.3189606215688103,1.3189606215688103,0.0011660318917660227,0.011531309036386122
