alpha,sample_rank,row_index,feature_rank,feature,raw_feature_value,standardized_z,ridge_coef,score_contribution,abs_score_contribution
2.0,13,1782,1,baseline_numprob_15,0.057752976817034,82834.35331085145,0.07512040448793378,6222.550126207578,6222.550126207578
2.0,13,1782,2,baseline_numprob_14,0.0654426963402264,11727.150650891681,-0.2048867450212109,-2402.7377252345714,2402.7377252345714
2.0,13,1782,3,baseline_numprob_13,0.0840300854374286,438.5070813485007,-0.4056961921457634,-177.90065313203925,177.90065313203925
2.0,13,1782,4,baseline_numprob_12,0.0952185613244954,14.820901088357985,0.7497688173258045,11.112249480720894,11.112249480720894
2.0,13,1782,5,geom_down_mass,0.3527203525228565,3.354533502156504,3.1402135958104895,10.53395171107363,10.53395171107363
2.0,13,1782,6,baseline_top1_prob,0.1385421892394376,-5.428976789640311,-1.354472988903159,7.3534024189499885,7.3534024189499885
2.0,13,1782,7,geom_p_down2,0.1222630528810925,121.8619019992684,-0.05131632379887007,-6.253504821740629,6.253504821740629
2.0,13,1782,8,geom_up_distance_mass,1.5858305920824876,12.72654916128821,0.40105335407889386,5.10402522698457,5.10402522698457
2.0,13,1782,9,geom_up_mass,0.5087374582377058,3.9093622223757722,-0.8940401272218852,-3.4951266986492673,3.4951266986492673
2.0,13,1782,10,geom_p_down1,0.1222630528810925,0.9148098783941361,-3.554022348568344,-3.251254752503849,3.251254752503849
2.0,14,2575,1,baseline_numprob_15,0.0568005523137559,81468.29102562185,0.07512040448793378,6119.930974785419,6119.930974785419
2.0,14,2575,2,baseline_numprob_14,0.0729333528527644,13069.466631370322,-0.2048867450212109,-2677.7604772647956,2677.7604772647956
2.0,14,2575,3,baseline_numprob_13,0.0643634579876739,335.86594262522965,-0.4056961921457634,-136.25953399450313,136.25953399450313
2.0,14,2575,4,geom_up_distance_mass,2.6935293759308667,21.95272114014458,0.40105335407889386,8.804212444413622,8.804212444413622
2.0,14,2575,5,geom_expected_minus_pred,2.3901517913152226,14.887680779708191,0.5024731384933667,7.480659686267348,7.480659686267348
2.0,14,2575,6,geom_signed_distance_mass,2.390151791315223,14.887680779708198,0.5024731384580589,7.480659685741699,7.480659685741699
2.0,14,2575,7,geom_signed_tail_mass,0.4722925374575145,2.9026743171758262,-2.5482699926279864,-7.3967978608310885,7.3967978608310885
2.0,14,2575,8,baseline_top1_prob,0.1749580182646812,-5.171219019232686,-1.354472988903159,7.004276481252959,7.004276481252959
2.0,14,2575,9,geom_down_mass,0.1763747221389021,1.4758232356689718,3.1402135958104895,4.634400189660734,4.634400189660734
2.0,14,2575,10,geom_up_mass,0.6486672595964167,5.119277648171439,-0.8940401272218852,-4.576839639855346,4.576839639855346
2.0,15,703,1,baseline_numprob_15,0.0405590639215123,58173.12729109543,0.07512040448793378,4369.988852435148,4369.988852435148
2.0,15,703,2,baseline_numprob_14,0.0459594405405002,8235.77635439967,-0.2048867450212109,-1687.401409975603,1687.401409975603
2.0,15,703,3,baseline_numprob_13,0.0315874307427169,164.80617308201263,-0.4056961921457634,-66.86123686148814,66.86123686148814
2.0,15,703,4,geom_up_distance_mass,4.838985649503825,39.82251466319124,0.40105335407889386,15.970953073528781,15.970953073528781
2.0,15,703,5,geom_expected_minus_pred,4.838985649503825,30.249068437661823,0.5024731384933667,15.199344354372577,15.199344354372577
2.0,15,703,6,geom_signed_distance_mass,4.838985649503825,30.249068437661833,0.5024731384580589,15.199344353304552,15.199344353304552
2.0,15,703,7,baseline_numprob_0,0.49411055127561,1057.4568895016168,0.008272838610179417,8.748170184069204,8.748170184069204
2.0,15,703,8,geom_signed_tail_mass,0.50588944872439,3.1177011365588037,-2.5482699926279864,-7.944744252274967,7.944744252274967
2.0,15,703,9,baseline_numprob_12,0.0520788689522846,8.083690215566085,0.7497688173258045,6.06089885255316,6.06089885255316
2.0,15,703,10,baseline_top1_prob,0.49411055127561,-2.9122001384098093,-1.354472988903159,3.9444964257561277,3.9444964257561277
2.0,16,2258,1,baseline_numprob_15,0.0360126155571739,51652.157260515465,0.07512040448793378,3880.130946084287,3880.130946084287
2.0,16,2258,2,baseline_numprob_14,0.0360126155571739,6453.318153600497,-0.2048867450212109,-1322.1993510774964,1322.1993510774964
2.0,16,2258,3,baseline_numprob_13,0.0360126155571739,187.90143990278412,-0.4056961921457634,-76.23089866726552,76.23089866726552
2.0,16,2258,4,geom_up_distance_mass,4.086329410559202,33.55353973723085,0.40105335407889386,13.45675965283588,13.45675965283588
2.0,16,2258,5,geom_expected_minus_pred,4.086329410559202,25.527701072969304,0.5024731384933667,12.826984076655371,12.826984076655371
2.0,16,2258,6,geom_signed_distance_mass,4.086329410559202,25.527701072969315,0.5024731384580589,12.826984075754048,12.826984075754048
2.0,16,2258,7,baseline_numprob_0,0.56333208834766,1205.6119122650477,0.008272838610179417,9.973832776678526,9.973832776678526
2.0,16,2258,8,geom_signed_tail_mass,0.4366679116523399,2.6746697271780557,-2.5482699926279864,-6.815780605958323,6.815780605958323
2.0,16,2258,9,baseline_numprob_12,0.0317810216831758,4.913735359703466,0.7497688173258045,3.6841655492968544,3.6841655492968544
2.0,16,2258,10,baseline_top1_prob,0.56333208834766,-2.422237681492737,-1.354472988903159,3.2808555122853256,3.2808555122853256
2.0,17,3357,1,baseline_numprob_15,0.0370061759644033,53077.220765015765,0.07512040448793378,3987.182292963342,3987.182292963342
2.0,17,3357,2,baseline_numprob_14,0.0419334910479824,7514.331400761621,-0.2048867450212109,-1539.5869017127247,1539.5869017127247
2.0,17,3357,3,baseline_numprob_13,0.0370061759644033,193.08688269661985,-0.4056961921457634,-78.33461306331436,78.33461306331436
2.0,17,3357,4,geom_down_mass,0.3102306660558651,2.901866713580174,3.1402135958104895,9.112481307214367,9.112481307214367
2.0,17,3357,5,baseline_top1_prob,0.1463622651611146,-5.3736248894379965,-1.354472988903159,7.278429765241491,7.278429765241491
2.0,17,3357,6,geom_up_distance_mass,2.198134931898277,17.82651426453946,0.40105335407889386,7.149383337328795,7.149383337328795
2.0,17,3357,7,baseline_numprob_12,0.0419334910479824,6.499266531324021,0.7497688173258045,4.872947380675995,4.872947380675995
2.0,17,3357,8,geom_expected_minus_pred,1.5404494156738613,9.557548830386779,0.5024731384933667,4.802411557108051,4.802411557108051
2.0,17,3357,9,geom_signed_distance_mass,1.5404494156738628,9.557548830386793,0.5024731384580589,4.802411556770601,4.802411556770601
2.0,17,3357,10,geom_p_down2,0.0783420751314134,78.03772732137057,-0.05131632379887007,-4.004609283751382,4.004609283751382
2.0,18,2650,1,baseline_numprob_15,0.0388744669976775,55756.91024129891,0.07512040448793378,4188.481650323792,4188.481650323792
2.0,18,2650,2,baseline_numprob_14,0.0499158036852067,8944.751524309962,-0.2048867450212109,-1832.661024839383,1832.661024839383
2.0,18,2650,3,baseline_numprob_13,0.0440505421422156,229.85179157190183,-0.4056961921457634,-93.24999659860225,93.24999659860225
2.0,18,2650,4,geom_up_distance_mass,5.515594614346391,45.458081626969694,0.40105335407889386,18.231116106488336,18.231116106488336
2.0,18,2650,5,geom_expected_minus_pred,5.515594614346391,34.49339582109711,0.5024731384933667,17.332004855520644,17.332004855520644
